Entry	Status	Gene ontology (molecular function)
Q9VTU9	unreviewed	inositol oxygenase activity [GO:0050113]; iron ion binding [GO:0005506]
Q9VWD5	unreviewed	fatty-acyl-CoA binding [GO:0000062]
Q9W116	unreviewed	growth factor activity [GO:0008083]; Toll binding [GO:0005121]
Q9W1X4	reviewed	nuclear localization sequence binding [GO:0008139]; structural constituent of nuclear pore [GO:0017056]
Q9W1Y8	unreviewed	
Q9W2H8	unreviewed	4-alpha-glucanotransferase activity [GO:0004134]; amylo-alpha-1,6-glucosidase activity [GO:0004135]; beta-maltose 4-alpha-glucanotransferase activity [GO:0102500]
Q9XZ53	unreviewed	dolichyl-diphosphooligosaccharide-protein glycotransferase activity [GO:0004579]
P19351	reviewed	calcium ion binding [GO:0005509]
P20478	reviewed	ATP binding [GO:0005524]; glutamate-ammonia ligase activity [GO:0004356]
P22816	reviewed	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]
P23654	reviewed	carboxylic ester hydrolase activity [GO:0052689]
P24014	reviewed	calcium ion binding [GO:0005509]; heparin binding [GO:0008201]; Roundabout binding [GO:0048495]
P25172	reviewed	DNA binding [GO:0003677]; promoter-specific chromatin binding [GO:1990841]; zinc ion binding [GO:0008270]
P25455	reviewed	calcium ion binding [GO:0005509]; phosphatidylinositol phospholipase C activity [GO:0004435]
P83088	reviewed	alpha-(1->3)-fucosyltransferase activity [GO:0046920]; fucosyltransferase activity [GO:0008417]
Q24210	reviewed	ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]; neurexin family protein binding [GO:0042043]
Q6ILC3	unreviewed	
Q70PP2	reviewed	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
Q7JVP4	unreviewed	metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]
Q7JZ37	unreviewed	
Q7K012	unreviewed	
Q7K0L2	unreviewed	
Q7K480	reviewed	methyltransferase activity [GO:0008168]; O-methyltransferase activity [GO:0008171]; RNA methyltransferase activity [GO:0008173]; RNA polymerase II transcription factor binding [GO:0001085]; snRNA binding [GO:0017069]
Q7K511	unreviewed	(R)-2-hydroxyglutarate dehydrogenase activity [GO:0051990]; 2-hydroxyglutarate dehydrogenase activity [GO:0047545]; D-lactate dehydrogenase (cytochrome) activity [GO:0004458]; FAD binding [GO:0071949]
Q7KHG2	reviewed	metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]
Q7KTX8	reviewed	transcription coregulator activity [GO:0003712]
Q86B58	unreviewed	serine-type endopeptidase activity [GO:0004252]
Q8IH00	reviewed	RNA binding [GO:0003723]
Q8IQX7	unreviewed	metal ion binding [GO:0046872]
Q8SYW8	unreviewed	
Q8SZG4	unreviewed	endopeptidase activity [GO:0004175]; serine-type endopeptidase activity [GO:0004252]
Q95UN8	reviewed	ATP binding [GO:0005524]; JUN kinase kinase kinase activity [GO:0004706]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
Q9TXC7	unreviewed	metal ion binding [GO:0046872]
Q9U8L5	unreviewed	enhancer sequence-specific DNA binding [GO:0001158]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]
Q9V521	reviewed	dopamine monooxygenase activity [GO:0036264]; L-DOPA monooxygenase activity [GO:0036263]; metal ion binding [GO:0046872]; monophenol monooxygenase activity [GO:0004503]
Q9VAH2	unreviewed	
Q9VAU5	unreviewed	
Q9VB25	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, plus-end-directed [GO:0008574]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol phosphate binding [GO:1901981]
Q9VEG6	reviewed	heme binding [GO:0020037]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]; prostaglandin-endoperoxide synthase activity [GO:0004666]
Q9VEJ9	unreviewed	heme binding [GO:0020037]; peroxidase activity [GO:0004601]
Q9VEK6	reviewed	protein serine/threonine phosphatase activity [GO:0004722]
Q9VEM8	unreviewed	serine-type endopeptidase activity [GO:0004252]
Q9VF24	unreviewed	BMP binding [GO:0036122]; heparan sulfate proteoglycan binding [GO:0043395]; lipid transporter activity [GO:0005319]
Q9VM02	unreviewed	GTPase activator activity [GO:0005096]
Q9VMD9	reviewed	integrin binding [GO:0005178]
Q9VMJ7	reviewed	chromatin binding [GO:0003682]; dioxygenase activity [GO:0051213]; DNA binding [GO:0003677]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; histone demethylase activity [GO:0032452]; histone demethylase activity (H3-K4 specific) [GO:0032453]; histone demethylase activity (H3-trimethyl-K4 specific) [GO:0034647]; histone demethylase activity (H4-R3 specific) [GO:0033749]; metal ion binding [GO:0046872]; methylated histone binding [GO:0035064]
Q9VMR2	unreviewed	DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II transcription corepressor binding [GO:0001226]
Q9VQK0	reviewed	
Q9VR69	unreviewed	chitinase activity [GO:0004568]; chitin binding [GO:0008061]; chitin deacetylase activity [GO:0004099]
Q9VRF3	unreviewed	
Q9VSK6	unreviewed	
Q9VSL5	unreviewed	glutathione binding [GO:0043295]; glutathione dehydrogenase (ascorbate) activity [GO:0045174]; glutathione transferase activity [GO:0004364]; protein homodimerization activity [GO:0042803]; transferase activity, transferring sulfur-containing groups [GO:0016782]
Q9VTH0	reviewed	iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; procollagen-lysine 5-dioxygenase activity [GO:0008475]
Q9VUY9	reviewed	magnesium ion binding [GO:0000287]; phosphoglucomutase activity [GO:0004614]
Q9VVC7	unreviewed	
Q9VW91	unreviewed	chitin binding [GO:0008061]
Q9VXG8	reviewed	ATP binding [GO:0005524]; DNA binding [GO:0003677]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
Q9VXI1	unreviewed	3-hydroxyacyl-CoA dehydrogenase activity [GO:0003857]; L-gulonate 3-dehydrogenase activity [GO:0050104]; NAD+ binding [GO:0070403]
Q9VY77	reviewed	actin binding [GO:0003779]; metal ion binding [GO:0046872]; transcription corepressor activity [GO:0003714]
Q9W0R8	unreviewed	1-phosphatidylinositol 4-kinase activity [GO:0004430]
Q9W244	unreviewed	
Q9W266	reviewed	
Q9W3D1	unreviewed	
Q9W475	unreviewed	metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]
Q9XZ08	reviewed	acetylglucosaminyltransferase activity [GO:0008375]; glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity [GO:0001888]; metal ion binding [GO:0046872]
Q9VF82	unreviewed	
P19967	reviewed	heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]
P20007	reviewed	GTP binding [GO:0005525]; manganese ion binding [GO:0030145]; phosphoenolpyruvate carboxykinase (GTP) activity [GO:0004613]
Q9VKN5	unreviewed	
Q9Y1B2	reviewed	DNA replication origin binding [GO:0003688]; GTPase activator activity [GO:0005096]; protein homodimerization activity [GO:0042803]
Q9W495	reviewed	nuclease activity [GO:0004518]; phosphatidylinositol deacylase activity [GO:0050185]; phosphoric ester hydrolase activity [GO:0042578]
Q7JW07	unreviewed	
Q9VWE8	unreviewed	structural constituent of cytoskeleton [GO:0005200]
P20228	reviewed	glutamate decarboxylase activity [GO:0004351]; pyridoxal phosphate binding [GO:0030170]
Q9VLX6	unreviewed	
P20232	reviewed	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]
P20241	reviewed	calcium ion binding [GO:0005509]; cell adhesion molecule binding [GO:0050839]
P20349	reviewed	protein histidine phosphatase activity [GO:0101006]
Q9V9P0	unreviewed	carboxylic ester hydrolase activity [GO:0052689]; lipase activity [GO:0016298]
P20353	reviewed	DNA binding [GO:0003677]; G-protein beta/gamma-subunit complex binding [GO:0031683]; G protein-coupled receptor binding [GO:0001664]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]
Q9VVU2	unreviewed	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P20385	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; sequence-specific DNA binding [GO:0043565]
Q7JVV8	unreviewed	
Q7K204	unreviewed	mRNA binding [GO:0003729]; U2 snRNP binding [GO:1990447]
Q9VJC1	unreviewed	protein dimerization activity [GO:0046983]
Q7JYZ9	unreviewed	glutathione transferase activity [GO:0004364]
Q9V3C0	reviewed	ATP binding [GO:0005524]; helicase activity [GO:0004386]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]
Q9VL49	unreviewed	protein transporter activity [GO:0008565]
Q9VLI1	unreviewed	alpha-mannosidase activity [GO:0004559]; carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]
Q9VNZ2	unreviewed	
Q9W2C1	unreviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]
X2JDK7	unreviewed	potassium channel regulator activity [GO:0015459]
Q9VX49	unreviewed	
Q9VMX1	reviewed	
Q4QPP9	unreviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein heterodimerization activity [GO:0046982]
Q9VQD0	unreviewed	
Q9VEB2	unreviewed	
Q9W4X1	unreviewed	
P20825	reviewed	aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]
Q4V6Y7	unreviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; zinc ion binding [GO:0008270]
Q9V6G5	reviewed	phosphatidylcholine:cardiolipin O-linoleoyltransferase activity [GO:0032577]; transferase activity, transferring acyl groups [GO:0016746]
Q9VI60	reviewed	chromatin binding [GO:0003682]; chromatin insulator sequence binding [GO:0043035]; nuclear receptor transcription coactivator activity [GO:0030374]; transcription coactivator activity [GO:0003713]
Q9VI64	unreviewed	dipeptidase activity [GO:0016805]
Q9VK49	unreviewed	
Q9VPH4	unreviewed	double-stranded DNA binding [GO:0003690]
P36951	reviewed	hydroxypyruvate isomerase activity [GO:0008903]; racemase and epimerase activity, acting on carbohydrates and derivatives [GO:0016857]
Q24306	reviewed	caspase binding [GO:0089720]; cysteine-type endopeptidase inhibitor activity [GO:0004869]; cysteine-type endopeptidase inhibitor activity involved in apoptotic process [GO:0043027]; NEDD8 ligase activity [GO:0061663]; ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin-like protein conjugating enzyme binding [GO:0044390]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]; ubiquitin-specific protease binding [GO:1990381]; zinc ion binding [GO:0008270]
Q56H90	unreviewed	protein homodimerization activity [GO:0042803]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; sequence-specific DNA binding [GO:0043565]
Q9V3P2	unreviewed	
Q9V4S8	reviewed	
Q9VC06	unreviewed	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]
Q9VHL0	unreviewed	DNA binding [GO:0003677]
Q9VJX2	unreviewed	
Q9VLU6	reviewed	
Q9VPD4	unreviewed	
Q9VRY7	unreviewed	microtubule binding [GO:0008017]
Q9VT89	unreviewed	
Q9W0Z5	unreviewed	
Q9W3H5	unreviewed	
Q9W483	unreviewed	structural molecule activity [GO:0005198]
Q9XZ22	unreviewed	
P27619	reviewed	actin binding [GO:0003779]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; microtubule binding [GO:0008017]
P91927	reviewed	calcium:sodium antiporter activity [GO:0005432]; calcium ion binding [GO:0005509]; potassium:proton antiporter activity [GO:0015386]; ribosome binding [GO:0043022]
Q9V8P9	reviewed	lamin binding [GO:0005521]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]
Q9VZY0	unreviewed	
Q9W1A0	unreviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
P21520	reviewed	
Q961C5	unreviewed	magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; protein serine/threonine phosphatase activity [GO:0004722]
P21521	reviewed	calcium-dependent phospholipid binding [GO:0005544]; calcium ion binding [GO:0005509]; clathrin binding [GO:0030276]; phosphatidylserine binding [GO:0001786]; protein homodimerization activity [GO:0042803]; SNARE binding [GO:0000149]; syntaxin binding [GO:0019905]
P21663	reviewed	
Q9VHW0	unreviewed	
Q8SXG2	unreviewed	
Q9VDE8	unreviewed	
X2J6Y3	unreviewed	
Q9VLR3	unreviewed	cytidine deaminase activity [GO:0004126]; identical protein binding [GO:0042802]; zinc ion binding [GO:0008270]
P22058	reviewed	AT DNA binding [GO:0003680]; satellite DNA binding [GO:0003696]
Q9VCJ6	unreviewed	
Q9VR60	unreviewed	
Q9VRM6	unreviewed	
Q8SXH1	unreviewed	
Q9VW51	reviewed	chromatin binding [GO:0003682]; RNA polymerase binding [GO:0070063]
P22293	reviewed	DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding [GO:0001162]
Q9VLN1	reviewed	chromatin binding [GO:0003682]
Q0E9F3	unreviewed	
Q9VL93	unreviewed	
Q9W0T6	unreviewed	
P22769	reviewed	endopeptidase activity [GO:0004175]; threonine-type endopeptidase activity [GO:0004298]
Q8IMH2	unreviewed	sequence-specific DNA binding [GO:0043565]
Q7K2K2	unreviewed	
Q9V422	reviewed	ATP binding [GO:0005524]; protein heterodimerization activity [GO:0046982]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; transmembrane signaling receptor activity [GO:0004888]; Wnt-protein binding [GO:0017147]
Q9VTX5	unreviewed	GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872]
Q9VU16	unreviewed	
Q9VW59	unreviewed	Rac GTPase binding [GO:0048365]; Rho GDP-dissociation inhibitor activity [GO:0005094]
Q9VWH4	reviewed	isocitrate dehydrogenase (NAD+) activity [GO:0004449]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]
Q9W4H8	unreviewed	metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; protein serine/threonine phosphatase activity [GO:0004722]
P22812	reviewed	protein domain specific binding [GO:0019904]; protein serine/threonine kinase activity [GO:0004674]
Q9VFV9	unreviewed	ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082]
Q9VWE1	unreviewed	cytokine receptor activity [GO:0004896]; protein heterodimerization activity [GO:0046982]
P22814	reviewed	ATP binding [GO:0005524]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]
Q24039	reviewed	DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]
Q24040	reviewed	DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]
P22979	reviewed	unfolded protein binding [GO:0051082]
Q8T403	unreviewed	
Q8T479	unreviewed	DNA binding [GO:0003677]
Q9VGZ8	reviewed	
Q9VJ24	unreviewed	
Q9VLL5	unreviewed	alpha-N-acetylglucosaminidase activity [GO:0004561]
Q9W494	unreviewed	
Q9W1V7	unreviewed	nucleic acid binding [GO:0003676]
Q9W378	unreviewed	ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
P23226	reviewed	microtubule binding [GO:0008017]
P23257	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; guanyl nucleotide binding [GO:0019001]; structural constituent of cytoskeleton [GO:0005200]
Q9V4C1	unreviewed	actin binding [GO:0003779]
P23487	reviewed	
Q8SYL1	unreviewed	
Q9VH36	reviewed	metal ion binding [GO:0046872]
Q9VHK8	unreviewed	
Q9VIZ9	unreviewed	carboxy-lyase activity [GO:0016831]; pyridoxal phosphate binding [GO:0030170]
Q7K1V0	unreviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
Q9VKW8	unreviewed	RNA binding [GO:0003723]; U6 snRNA binding [GO:0017070]
P23645	reviewed	cation channel activity [GO:0005261]; channel activity [GO:0015267]
P24350	reviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; transcription corepressor activity [GO:0003714]
Q02936	reviewed	metal ion binding [GO:0046872]; morphogen activity [GO:0016015]; patched binding [GO:0005113]; peptidase activity [GO:0008233]; smoothened binding [GO:0005119]
Q7K4E0	unreviewed	Rho guanyl-nucleotide exchange factor activity [GO:0005089]
Q7KSB3	unreviewed	
Q8SWU4	unreviewed	
Q9I7U7	unreviewed	proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
