P45985	Q14315
Q02790	O94966
O14654	O60884
Q99614	Q9H4P4
Q8WW22	Q13015
Q14318	Q15185
Q9BTE6	P50454
Q08752	Q15185
Q8IWX7	O95433
O00170	O94966
Q00613	O00629
O14654	P27348
Q7L3B6	Q16543
Q9UKP3	Q15435
O43765	Q9NXW2
Q9UHD1	Q15785
Q9UL15	Q13257
Q00613	P04792
Q7L3B6	P62081
P53041	O95433
Q16543	Q9UIM3
Q9P035	P20020
Q13451	Q9UQ88
Q8IZD4	Q96AV8
Q13451	Q9UL18
O95429	P34931
Q99615	P34931
Q9UNE7	P34931
O43765	O95757
Q9UNE7	O95757
O00170	Q6IA69
P11142	P50502
Q9ULV5	Q9Y2Z0
O95433	Q9BW92
Q13451	Q71U36
P08238	Q71U36
Q99614	Q71U36
O14654	Q9BUF5
Q9UNE7	Q9NUQ3
O14654	P63104
O14654	Q13451
Q99614	O95816
O75344	Q9UHV9
Q14318	Q9HB71
P31948	Q15773
O00170	Q15185
Q9UIM3	Q9BW92
Q9UKP3	P37108
Q9P035	Q9Y6E2
P11142	P31689
Q14318	Q9NZL4
O95817	Q86UU1
Q9H6T3	Q9NWS0
Q13451	Q96AD5
O14654	P04350
P11142	Q9UNE7
O14654	O43852
Q7L3B6	Q9UNE7
Q13451	O75190
Q8WW22	Q3ZCQ8
O43175	Q15811
P04792	Q5TA76
Q9H6T3	P19388
Q8IZD4	P35813
Q9H6T3	P60891
O14654	Q96EY1
Q8IVD9	Q04837
O14654	Q9H078
P08238	Q15185
Q7L3B6	O95801
P11142	Q9NXW2
Q8WW22	Q6NSI4
O95817	Q9NR12
O95801	Q3B7T1
Q9Y2Z0	Q15404
Q16543	P25685
Q7L3B6	Q9UHD1
Q9UKP3	O00469
Q7L3B6	Q13451
Q13451	Q86SX3
Q13451	Q6NSI4
O95429	Q8WXX5
Q9P035	Q9NVI1
Q16543	P16591
Q16543	Q92990
Q00613	Q9NZL4
Q8IVD9	Q86V97
O14654	O15460
Q86X45	Q14160
P11142	P48728
O14654	P04792
Q9UKP3	Q9BRP1
O94966	O95400
Q02790	Q9UK45
O95429	Q9NXW2
P11142	O60884
O95429	P26196
Q15773	O95816
P08238	P31948
O14654	Q9ULX6
O95429	Q9NPY3
Q16543	Q92841
O00170	Q9NVR5
Q99933	O94822
O14654	Q9BZK7
P08238	Q9NZQ9
O95801	Q9NZQ9
O95429	Q99615
O95816	P25685
P08238	Q9HB71
Q16543	Q9H6T3
O95817	Q4VCS5
Q16543	P42684
Q13451	P06737
Q7L3B6	P08708
Q8IVD9	Q15393
O95816	Q15750
Q16543	Q9BW92
Q9Y266	P08708
Q9Y2Z0	Q13309
P11142	P53992
P11142	Q96CP2
Q16543	Q99615
Q9UKP3	Q99755
Q99933	Q9UDY4
Q7L3B6	Q92990
P08238	O00170
Q9HB71	Q86X55
Q9Y2Z0	Q8IW35
Q96RS6	Q15303
Q8IVD9	Q9P2J3
Q13451	P33991
Q7L3B6	Q9NZQ9
Q8WW22	P04350
Q15773	Q9UDY4
Q8WW22	P60891
Q9NPI6	Q8IU60
Q7L3B6	P31948
Q9UIM3	O95433
O95801	O95433
Q9UHD1	Q9BW92
Q8IVD9	Q96C01
Q9UKP3	Q15014
P22681	O60256
Q9ULV5	Q9UKN7
Q7L3B6	O14980
O14654	Q9UNF1
Q99933	P25685
Q16543	P52272
O75344	P61758
Q8IVD9	Q13451
P22681	Q04917
O94966	O95400
O95793	P11142
O95793	Q08211
O95793	Q00839
O95793	P19338
O95793	Q9NZI8
O95793	P11940
O95793	Q71U36
O95793	P62424
O95793	P62753
O95793	P68104
O95793	Q12905
O95793	P62917
O95793	P27635
O95793	P62241
O95793	Q02878
O95793	P05388
O95793	P50914
O95793	Q12906
O95793	Q15717
O95793	Q92900
O95793	O14980
O95793	O75569
O95793	P15880
O95793	P27824
O95793	P35232
O95793	Q14103
O95793	Q15365
O95793	P46940
O95793	Q13148
O95793	Q9BZI7
Q9UKV8	Q15717
Q8NFZ0	P27694
Q8NFZ0	P15927
Q8NFZ0	P35244
Q8NFZ0	P63208
Q8NFZ0	Q13616
P41002	Q13616
Q9UK22	Q13616
Q9UKT5	Q13616
Q9UK96	Q13616
Q86XK2	Q13616
Q5XUX0	Q13616
Q6PJ61	Q13616
Q969U6	Q13616
Q969U6	P63208
P35222	Q9Y297
P04637	Q09472
P04637	Q00987
Q96C24	P61006
P61006	Q96C24
P00533	P22681
Q13671	O75886
O96028	Q13547
Q5T2D3	P0CG48
P21580	P0CG48
Q96JH7	P0CG48
Q96G74	P0CG48
Q5VVQ6	P0CG48
Q96DC9	P0CG48
Q9UGI0	P0CG48
Q96BN8	P0CG48
Q5VV17	P0CG48
Q96FW1	P0CG48
Q01804	P0CG48
Q8TE49	P0CG48
Q6GQQ9	P0CG48
Q14318	Q15382
P42345	Q13541
P42345	P62942
P42345	Q14318
Q14318	P42345
Q15382	Q14318
Q86WJ1	P09874
Q86WJ1	Q8IW19
Q86WJ1	P12956
Q86WJ1	Q9UPN9
Q9UPN9	Q86WJ1
Q9H165	P24468
P24468	Q9H165
P10589	Q9H165
Q9Y466	Q9H165
Q9Y5X4	Q9H165
Q9H165	Q9Y466
Q9H165	Q9Y5X4
Q9H165	P10589
Q96L73	P10275
P10828	Q15788
P10276	Q15788
P37231	Q15788
P11473	Q15788
P35398	Q15788
P19793	Q15788
Q14541	Q15788
P03372	Q15788
P10275	Q15788
P11474	Q15788
O00482	Q15788
Q9Y3I1	Q9Y5V3
Q9Y3I1	P63208
Q9Y5V3	Q9Y3I1
Q9Y5V3	P98170
P02511	Q9UHI6
Q99835	P46934
Q00987	P04637
P04637	Q00987
Q7Z569	Q9NP66
Q7Z569	Q14980
Q7Z569	Q8WXH0
Q96S59	Q92905
Q92905	Q96S59
Q92905	P05067
Q9NPB6	Q9BRX9
Q9BYG5	Q9BRX9
Q9BYG4	Q9BRX9
Q9BYG5	Q9BUF7
Q9BYG5	P60953
Q9BRX9	Q9BYG5
Q9BRX9	Q9BUF7
Q9BUF7	Q9BRX9
Q9BUF7	Q9BYG5
P60953	Q9BYG5
P41743	Q9BYG5
Q09472	Q96EB6
P41182	Q9BTC8
P06748	Q99607
Q99607	P06748
O14656	P27824
O14656	Q5JTV8
Q5JTV8	O14656
Q96L34	Q5BJF6
P42575	P78560
Q9HB75	P78560
P42574	P02511
P55210	P02511
O75643	Q6P2Q9
Q04206	P40763
Q92794	Q92797
Q03164	Q92797
Q92797	Q92794
Q92797	Q03164
Q92794	Q03164
Q9Y4K3	O43318
Q9Y4K3	Q9NYJ8
Q9Y4K3	Q8WWZ3
Q8WWZ3	Q9Y4K3
Q96BR9	P04637
P04637	Q96BR9
Q09472	Q96BR9
Q96BR9	Q09472
Q09472	P04637
P40337	Q01094
Q01094	P40337
Q01094	Q96EB6
Q92831	Q01094
Q92831	P40337
Q09472	Q01094
Q09472	P40337
Q9UBF1	Q13263
Q13315	Q13263
P07900	P38398
P38398	P07900
P38398	Q06609
P38398	Q99728
P38398	Q86YC2
P38398	P51587
P38398	Q99708
P38398	Q96RL1
Q9Y4H2	P27986
P35568	P27986
P18031	Q8NHY2
Q8NHY2	P18031
P51610	Q92560
Q92560	P51610
Q14203	Q8TD16
O14576	Q8TD16
Q14204	Q8TD16
Q14204	Q14203
Q14204	O14576
O14576	Q14203
Q9Y6G9	Q8TD16
Q9Y6G9	Q14203
Q9Y6G9	O14576
O00213	P05067
Q13561	Q8TD16
Q13561	O14576
Q13561	Q14203
P49768	O94905
Q92542	O94905
Q96BI3	O94905
Q9NZ42	O94905
P04637	Q9UER7
P04637	P26358
Q9UER7	P04637
Q9UER7	P26358
P26358	P04637
P26358	Q9UER7
Q9NS23	Q9UER7
Q9NS23	Q00987
Q00987	Q9UER7
Q00987	Q9NS23
Q9UER7	Q00987
P31749	P98170
P98170	P31749
P51532	P38398
P51532	P06400
O96028	Q16695
Q9BZ95	Q16695
Q16695	Q9BZ95
P41182	Q9Y618
P41182	Q6W2J9
Q9Y2K2	P63104
P26358	Q14839
P26358	Q96KQ7
P26358	O94776
P26358	P12004
P26358	Q13547
P26358	Q92769
P26358	Q13330
Q14839	P26358
Q13547	P26358
Q92769	P26358
Q13330	P26358
O94776	P26358
Q9UBC3	Q14839
Q9UBC3	Q13547
Q9UBC3	Q92769
Q9BXS4	Q676U5
Q676U5	Q9BXS4
Q676U5	Q9HC29
P04637	Q00987
O14965	P04637
Q86UQ8	P61964
Q86UQ8	O14744
P61964	Q86UQ8
O14744	P61964
P61964	O14686
P61964	Q13547
Q9Y3D0	O76071
Q9H5X1	O76071
O76071	Q9Y3D0
O76071	Q9H5X1
Q9H5X1	P48200
Q9Y3D0	P28340
Q9Y3D0	P18074
Q9Y3D0	Q96T76
O76071	Q86WJ1
O76071	P18074
O76071	Q96T76
O76071	P48200
Q00987	P04637
Q9Y3D0	Q15773
O76071	Q07864
O76071	P61221
O76071	Q5VV42
O76071	Q15637
O76071	P28340
O76071	Q9H6Q4
O76071	P49643
O76071	P51530
P35222	Q92905
P35222	Q8IUQ4
Q92905	P35222
O94905	Q9UKV5
O94905	Q12770
O94905	O15503
O94905	O75477
O75477	O94905
Q03164	Q9UBL3
P41227	Q9UL46
Q9NRM7	Q4VCS5
P60709	Q4VCS5
Q4VCS5	P60709
Q4VCS5	P46937
Q96EB6	P61289
P61289	Q96EB6
P51825	O00472
P51825	Q03111
P51825	O94992
P51825	P50750
Q4G0J3	P50750
O94992	P50750
P51825	O60563
Q4G0J3	O60563
O94992	O60563
O94992	P51825
Q4G0J3	O94992
O94992	Q4G0J3
P50750	O94992
P50750	Q4G0J3
P50750	P51825
P50750	Q7L2J0
P50750	O60563
O60885	O60563
O60885	P51825
O60885	P50750
Q16543	P31749
Q9UBN7	P27361
Q9UBN7	P28482
P27361	Q9UBN7
Q00987	Q08211
Q00987	P78347
Q00987	Q00839
Q00987	P07900
Q00987	P11142
Q00987	P19338
Q00987	P11387
Q00987	P55072
Q00987	P12956
P04637	Q9HBE1
Q9Y468	P55072
Q9UHD2	Q92844
Q9UHD2	Q9H6S1
Q9UHD2	A7MCY6
Q9NWB1	Q9Y5V3
Q9NWB1	Q9BQY4
Q9NWB1	Q6P1W5
Q9NWB1	Q93062
P10275	P43364
Q9HBZ2	Q16665
Q9HBZ2	Q9BUZ4
Q14CZ0	Q8IZU0
Q9UHC6	P50222
Q14194	Q16555
Q13363	O15409
Q13363	Q96MY1
Q13363	P56545
Q13363	Q13422
Q13363	Q9Y4X4
Q13363	Q96JN0
Q13363	Q8N3X6
Q13363	P48552
Q13363	P15884
Q13363	O60315
Q13363	P57682
Q13363	Q99592
Q13363	Q76N32
Q13363	O94818
Q9NRI5	Q9NXR1
Q14183	Q8TF42
Q12882	Q9HD26
P06730	Q13541
P06730	Q13542
P06730	O60516
P06730	Q9NRA8
P06730	Q63ZY3
P06730	P48775
P06730	P14373
P06730	Q5T124
Q92731	O15162
Q06787	P51116
Q06787	A1L4K1
O15409	P49247
O15409	Q02446
P78347	Q14202
P01112	Q8WWW0
P28222	Q99750
P49441	O95751
P49441	P50222
P49441	P20393
Q6IPM2	Q6PF05
Q6IPM2	P25788
Q12756	P10275
P27361	P49366
Q14764	O15162
Q9NXR1	Q9GZM8
Q9NXR1	P14373
Q99608	P04637
Q99608	Q7Z5R6
Q99608	Q96JN2
Q99608	Q96EV8
Q99608	Q9Y6B2
Q99608	Q96AQ9
Q99608	P51116
Q99608	Q5VSY0
Q99608	Q08379
Q99608	Q8IWV1
Q99608	Q8N344
Q99608	Q9H000
Q99608	Q8WVE0
Q99608	P07196
Q99608	Q7Z4N8
Q99608	Q9UJW9
Q99608	Q9Y2D8
Q99608	Q9UBB9
Q99608	Q9Y2K1
Q99608	O15156
Q99743	O00327
Q99743	Q8WYA1
O60260	Q99719
O60260	Q15645
O15534	Q93062
P78337	Q93062
P26678	Q92838
O43741	Q8N5R6
O43741	P14920
O43741	Q7L5D6
O43741	Q9UKT9
O43741	Q13131
O43741	P54619
O43741	Q12933
O43741	Q93062
O43741	Q8N9N5
O43741	Q7L4P6
O43741	Q9H2G9
O43741	Q5VWN6
O43741	Q8IYA8
O43741	O14627
O43741	Q96BA8
O43741	O43186
O43741	P15976
O43741	Q8WXI9
O43741	Q08379
O43741	Q13422
O43741	Q9UIH9
O43741	Q9BRK4
O43741	Q9Y5V3
O43741	Q99750
O43741	P50222
O43741	O75928
O43741	P54646
O43741	P61289
O43741	P11217
O43741	Q8TAI7
O43741	Q9UFD9
O43741	O43597
O43741	O75558
O43741	Q8N4C7
O43741	Q5T124
Q8WZA2	Q96MC5
Q99719	Q15019
Q99719	Q8WYJ6
Q99719	Q14141
Q16623	O00161
Q16623	O95721
Q16623	P40222
Q16623	Q8N3L3
O95947	Q6P1W5
O95947	Q93062
O95947	O94842
P48775	O95671
P48775	O00560
Q05086	Q6IE81
Q05086	P17735
Q9UJX5	Q9H1A4
Q9UJX5	Q9UM13
Q9UJX5	Q9NYG5
Q9UJX5	Q9BS18
Q9UJX5	P60006
Q9UJX5	Q96DE5
Q9UJX5	Q9UJX6
Q9UJX5	Q9UJX4
Q9UJX5	Q9UJX3
Q9UJX5	Q13042
Q9UJX5	Q12834
Q9UJX5	Q9UJX2
Q9UJX5	Q8NHZ8
Q9UJX5	P30260
Q9UJX5	Q9UM11
Q9NYG5	O00762
Q9NYG5	Q16763
Q14596	P0CG48
Q9H0K1	P55072
Q9H0K1	P62258
Q9Y4B6	P35240
P16070	P35240
P55072	P42858
P55072	O15265
P55072	P54253
P55072	P10275
P55072	P42858
P84022	Q13485
Q15796	Q13485
P04637	Q09472
P04637	P84022
P04637	O75376
Q9H040	P28340
Q9H040	P49005
Q9H040	Q15054
Q15054	Q9UBZ9
Q9UBZ9	Q15054
Q15054	Q9UI95
O15503	Q12770
Q96CV9	Q9HA65
Q9HA65	P61006
P61006	P02786
P02786	P61006
Q8NEY1	Q15691
Q8NEY1	O75962
O75962	Q8NEY1
Q15691	Q8NEY1
O75962	P63000
Q8N122	P42345
Q8N122	Q9BVC4
Q8N122	Q13541
P31749	Q5VWQ8
Q12933	Q5VWQ8
Q9Y6K9	O14920
P29590	P00533
P00533	P29590
P29590	Q13547
P10636	Q9H992
Q9H992	P61077
Q9H992	P61088
Q9H992	P10636
P10636	Q13509
Q9Y297	P49427
Q9Y297	P25963
Q9Y297	P35222
O14920	P25963
Q9UKB1	P49427
Q9UKB1	P25963
P63208	P25963
P63208	Q9Y297
P22314	P49427
P49427	P0CG48
P29590	Q13164
Q13164	P29590
P29590	P04637
P61086	P0CG48
P04637	P29590
P29590	Q00987
Q00987	P29590
Q04724	P15923
Q13490	P51668
Q13489	P51668
Q9NR09	Q9NR28
P20248	P06493
P20248	P24941
P20248	P11802
P57735	Q96CV9
P57735	Q9BXF6
P62491	Q96CV9
Q15907	Q96CV9
P24941	P20248
P06493	Q9Y5T5
Q9NRM7	Q4VCS5
Q4VCS5	P46937
P20618	P46527
P46527	P20618
P20618	O14818
O14931	P46379
P46379	O14931
Q12933	Q9BUZ4
Q9BUZ4	Q12933
P00519	Q9NRM7
Q9NRM7	P00519
P04637	P08047
Q8NFZ0	Q06609
P06454	Q14145
Q14526	P40763
P40763	Q14526
Q9NZJ0	Q9H211
Q9GZQ8	Q13501
Q13501	Q9GZQ8
Q13501	P60520
Q13501	O95166
O43918	P11021
O14965	Q5H9R7
O14965	Q8TEP8
O14965	Q92673
O14965	Q08211
O14965	Q9UPY3
O14965	O75170
O14965	Q16659
O14965	Q9H3H9
Q96GD4	O14965
Q96GD4	P07900
Q96GD4	P08238
Q96CS2	Q7Z4H7
Q12834	P40227
Q12834	P48643
Q12834	P50990
Q12834	P78371
Q12834	O60566
Q12834	P17987
Q12834	Q13042
Q12834	Q9UJX6
Q12834	P49368
Q12834	O43684
Q12834	P50991
Q12834	Q9UJX2
Q12834	Q8NHZ8
Q12834	Q99832
Q12834	Q9UJX3
Q12834	P30260
Q12834	Q13257
Q12834	Q9UJX5
Q12834	Q96DE5
Q12834	O43683
P38936	P11802
P38936	Q00535
P38936	P30279
P38936	P30281
P38936	P51784
P38936	O96020
P38936	P24385
P38936	P20248
P38936	P24864
P38936	Q71U36
P38936	Q16531
P38936	P24941
P38936	Q96N67
P38936	P14635
P38936	P12004
P38936	Q12834
P38936	P61024
P38936	Q00526
Q9BV73	P51955
Q86V81	Q8NI27
Q86V81	Q13838
Q9BV73	Q08380
Q9BV73	Q9HCE1
Q9NVX0	Q99871
P04637	P60709
P55072	P60709
P30153	Q86XL3
P55072	Q9BZE9
P04637	O95816
P23258	O95816
P23258	Q08AG7
Q9BSJ2	Q08AG7
Q96CW5	Q08AG7
Q9NVX0	Q9H6D7
Q9UNF1	Q07021
Q9NVX0	Q68CZ6
Q9NVX0	Q96CS2
P30153	Q16204
P04637	Q9H0W5
P55072	P14635
Q8NHV4	P78371
P04637	P78371
P23258	P78371
Q8NHV4	P49368
P04637	P49368
P23258	P49368
Q8NHV4	P50991
P04637	P50991
P23258	P50991
Q8NHV4	P48643
P04637	P48643
P23258	P48643
Q8NHV4	P40227
P04637	P40227
P23258	P40227
Q8NHV4	Q99832
P04637	Q99832
P23258	Q99832
Q8NHV4	P50990
P04637	P50990
P23258	P50990
P55072	P24941
Q8TAP6	O15078
P55072	Q53EZ4
Q8TAP6	Q8IW35
P30153	Q9P2B4
P04637	Q14999
P04637	Q8IWT3
P04637	P07437
P55072	P07437
P04637	P17844
P04637	P31689
P55072	P15924
P04637	P68400
Q9NVX0	Q15154
Q9P209	Q15154
P04637	P62829
P55072	Q969W3
Q9BSJ2	Q6P582
P23258	Q6NZ67
Q9BSJ2	Q6NZ67
Q96CW5	Q6NZ67
Q9UGJ1	Q6NZ67
Q9NVX0	Q7Z4H7
Q8TAP6	Q86YD7
P30153	P22830
P55072	Q9BQ67
P55072	Q9Y5Q8
P04637	P09651
P04637	P52272
P50402	Q00839
Q08380	P07900
P04637	P07900
P23258	P07900
P23258	P08238
P04637	P34931
P04637	P11021
P04637	P11142
P23258	P11142
P04637	P38646
P23258	P10809
P04637	Q9NZI8
P55072	P46940
Q9UNF1	O14654
Q9NVX0	O94927
Q96CW5	Q08380
P23258	P36776
P04637	P42704
Q08380	Q9UNF1
P04637	Q9UNF1
P04637	P28482
P04637	Q00987
P04637	Q03164
P30153	Q9Y3A3
Q9UNF1	P55209
Q9UNF1	Q99733
Q96CW5	Q8NHV4
P23258	Q9Y5B8
Q9BSJ2	Q9Y5B8
Q96CW5	Q9Y5B8
P04637	P06748
P55072	Q9UNZ2
P04637	O75147
P04637	P11940
P23258	O14737
P23258	Q9UHV9
P30153	Q13136
P30153	O75145
P55072	O75688
P04637	Q8WUF5
P30153	P67775
P30153	P62714
P30153	P30154
P30153	P63151
P30153	Q13362
P30153	Q14738
P30153	Q16537
P55072	P43686
P04637	P62877
P04637	P62424
P30153	Q9BRV8
P04637	P62913
P04637	P61254
P04637	P61353
P04637	P36578
P04637	P46777
P04637	P62917
P04637	P05388
P04637	P46783
P04637	P08708
P04637	P15880
P04637	P62854
P30153	P23396
P04637	P61247
P04637	P62081
P55072	P46781
P55072	P63208
Q96CW5	Q13573
P30153	O43815
P30153	Q13033
P30153	Q9NRL3
P04637	O75528
Q8NHV4	P17987
P04637	P17987
P23258	P17987
P23258	Q9Y5L4
P04637	Q9BQE3
P23258	Q9BQE3
P04637	Q13885
P55072	P68371
Q8NHV4	P23258
Q9BSJ2	P23258
Q96CW5	P23258
Q9UGJ1	P23258
P23258	Q9BSJ2
Q96CW5	Q9BSJ2
Q8NHV4	Q96CW5
P23258	Q96CW5
Q9BSJ2	Q96CW5
Q8NHV4	Q9UGJ1
P23258	Q9UGJ1
Q9BSJ2	Q9UGJ1
Q96CW5	Q9UGJ1
Q9BSJ2	Q96RT8
Q96CW5	Q96RT8
Q8NHV4	Q96RT7
P23258	Q96RT7
Q9BSJ2	Q96RT7
P55072	P0CG47
P55072	Q5T4S7
P04637	O95071
P55072	P68543
P55072	Q92890
P04637	P55072
P04637	P67809
Q9Y5B8	P23258
Q9Y5B8	Q9BSJ2
Q9Y5B8	Q96CW5
Q08380	Q96CW5
Q96CW5	Q08380
Q08380	Q9UNF1
Q9BV73	Q08380
Q86V81	Q96J01
Q8NI27	Q86V81
Q8NI27	Q13838
Q8NI27	Q96J01
Q13838	Q86V81
Q13838	Q8NI27
Q13838	Q96J01
P10909	Q07812
Q03164	Q15291
O14686	Q15291
P40337	Q16665
Q16665	P40337
P40337	P17987
Q93034	Q13951
Q93034	Q15370
Q93034	Q15369
Q15369	Q93034
Q15370	Q93034
Q13951	Q93034
Q9UM11	O95997
Q12834	O95997
P38398	Q9NTK5
P23258	Q9NTK5
Q9NTK5	P23258
Q9NTK5	P38398
Q9NTK5	Q99728
P38398	Q99728
Q99728	Q9NTK5
P04637	Q00987
P04637	O15151
O15151	Q00987
O15151	P04637
P38398	P23258
Q99728	P38398
Q16584	P07900
Q16584	Q9UNE7
Q9UNE7	Q16584
P42345	P62873
P62873	P42345
Q9UBF1	Q15326
Q9UBF1	Q13263
Q15326	Q9UBF1
Q9Y3Z3	P20248
Q9Y3Z3	P24941
Q9Y3Z3	Q13309
Q9Y3Z3	P06493
Q86V81	Q13769
Q86V81	Q13838
Q86V81	Q09161
Q8NI27	Q09161
Q13838	Q09161
Q86YC2	P38398
Q86YC2	P51587
Q86YC2	Q06609
Q86YC2	Q9UBU8
Q86YC2	P07910
P07910	Q86YC2
P07910	Q99728
Q8NI27	Q13769
Q8NI27	Q96FV9
Q8NI27	Q6I9Y2
Q96J01	Q13769
Q96J01	Q8NI27
Q96J01	Q86V81
Q96J01	Q09161
P37231	Q14686
P38398	Q8WXE1
P38398	Q6PJG6
Q8WTS6	P48431
Q8WTS6	Q16695
Q96SW2	O14770
P62877	P51668
Q93009	Q01831
Q13098	P61201
Q13098	Q9UNS2
Q13098	Q9BT78
Q13098	Q92905
Q13098	Q7L5N1
Q13098	Q9UBW8
Q13098	Q99627
Q96SW2	Q16531
Q93009	Q01831
Q01831	Q93009
Q13618	Q9P2K6
Q13618	O43791
Q13618	Q06828
Q13618	Q15269
Q13618	Q9BQA1
P12830	Q00987
Q8N9N5	Q00987
Q13618	Q9H0C5
Q8N9N5	Q13547
Q06828	Q9Y2Y4
Q9Y2Y4	Q06828
P38398	P62136
P29590	Q9UER7
P29590	P23497
P40855	P56589
P56589	P40855
Q9GZQ8	Q13501
Q14596	Q13501
Q14457	Q8NEB9
Q14457	Q6ZNE5
Q6ZNE5	Q8NEB9
Q9P2Y5	Q8NEB9
Q92622	Q8NEB9
Q14457	Q92622
Q7KZI7	P10636
P68366	P10636
Q13509	P10636
Q9Y2U5	P98170
Q99759	P98170
P98170	Q9Y2U5
Q13163	Q9Y2U5
Q9Y2U5	Q13163
P98170	Q99759
Q13490	P51668
P98170	P51668
Q13163	Q13164
Q99759	Q13163
Q9Y2U5	Q99759
Q9Y2U5	O14733
O14733	P45983
Q13164	Q13163
P0C2W1	Q96IZ0
P0C2W1	P63208
P0C2W1	O75592
Q96IZ0	P0C2W1
P48431	Q8WTS6
P49841	O43623
O43623	P49841
O43623	Q9UNE7
Q9UNE7	O43623
O14757	Q16531
O95630	P0CG48
Q6AZZ1	Q92734
Q92734	Q6AZZ1
P04198	Q13049
Q13049	P04198
Q92813	O60337
Q92813	Q9Y6I7
O00423	Q13509
O43313	O95071
O95071	O43313
Q13315	P24928
Q99496	Q9C0C7
Q99496	P61077
Q14457	A8K0Z3
Q99496	A8K0Z3
O60674	P51692
O60674	O14543
Q16665	Q13263
O15055	P04637
O15055	Q16526
P04637	O15055
P04637	Q00987
O15055	Q00987
Q00987	P04637
Q9H492	Q13501
Q07912	Q96PU5
Q07912	P46934
O60260	Q9NX09
O60260	P68036
Q9NX09	O60260
P98170	P55210
P98170	P42574
Q8NHY2	Q7L5Y6
Q8NHY2	Q16531
Q8NHY2	Q9BW61
Q8NHY2	Q14764
Q8NHY2	Q96RU8
Q8NHY2	Q96RU7
Q8NHY2	P50549
Q8NHY2	P43268
Q8NHY2	P41161
Q8NHY2	P17275
Q8NHY2	P15036
Q8NHY2	Q13619
Q8NHY2	Q7L5Y6
Q8NHY2	Q16531
Q8NHY2	P41161
Q8NHY2	P05412
Q8NHY2	P51668
P15036	Q8NHY2
Q9Y297	Q13009
Q13009	Q9Y297
O60566	P30260
O60566	Q12834
O60566	O43684
O60566	Q13257
O60566	Q15645
Q13257	O60566
Q13257	Q12834
Q13257	Q15645
Q9Y6D9	Q13257
Q13009	P48729
P48729	Q13009
Q12933	Q9Y3I1
P01375	P19438
P01375	P0CG48
Q9Y2K7	P06400
Q9Y2K7	Q01094
P01375	Q12933
P01375	Q13546
P01375	Q15628
Q9BQF6	P45973
Q9BQF6	Q13263
Q13263	P63279
P45973	Q13263
P45973	Q9BQF6
Q12873	Q13263
Q12873	P61956
P17302	P42566
P17302	O95630
O95630	P17302
P20929	Q2TBA0
Q0VAK6	Q2TBA0
Q2TBA0	P20929
Q2TBA0	Q0VAK6
Q9UQ13	Q7Z6Z7
Q7Z6Z7	Q9UQ13
O14807	Q9UQ13
O14807	P04049
P04049	Q9UQ13
P32121	Q8TEY7
Q8TEY7	P0CG48
Q8TEY7	P32121
Q15020	Q9Y4E8
Q12834	Q13257
Q14674	O95997
Q8N668	Q04206
P12004	Q15004
P12004	P40937
P12004	P35250
P12004	P40938
P12004	P35249
P12004	P35251
P12004	Q8WVB6
P12004	P39748
P12004	P28340
P12004	O15304
P12004	P52701
P12004	P26358
P12004	P18858
P12004	P27694
P12004	Q07864
O15304	P12004
P12004	Q13569
Q13569	P12004
Q9NS91	O15304
O15304	Q9NS91
P12004	Q9NS91
Q13569	Q9NZJ0
Q9NS91	P12004
Q9NS91	P63146
Q9NZJ0	Q13569
Q13620	Q9NZJ0
P38398	P04908
Q13490	Q9NR28
Q13489	Q9NR28
Q96RL1	Q07021
Q96RL1	P46736
Q96RL1	P06493
P06493	Q96RL1
Q9Y239	Q969K3
Q969K3	Q9Y239
Q96RL1	Q6UWZ7
P32927	O15524
Q15042	O95292
Q16623	O95292
P61266	O95292
Q13283	Q14694
Q14694	P04637
Q14694	Q13283
Q00987	P04637
P04637	Q14694
Q9P0U3	P46060
O75385	P58004
Q13501	P58004
P58004	O75385
Q13501	O75385
O75385	Q13501
Q8N6T7	P31749
P31749	Q8N6T7
Q00987	Q8N6T7
Q8N6T7	Q00987
P12757	Q15796
P12757	Q13485
P12757	P12755
P12757	Q9UPN9
Q9UPN9	P63279
Q9NS91	Q149N8
Q149N8	Q9NS91
Q9NS91	Q14527
P49459	Q9NS91
P46100	Q06609
Q5TH69	Q99623
Q99623	Q5TH69
Q5VZM2	Q9HB90
Q5VZM2	Q8N122
Q5VZM2	P42345
Q9HB90	Q5VZM2
Q9HB90	Q8N122
Q9HB90	P42345
Q99623	P03372
P03372	P12931
Q15382	Q8N122
P03372	Q13547
P03372	Q99623
P03372	O75376
Q8N122	Q9HB90
Q8N122	Q5VZM2
Q8N122	P42345
Q99623	Q13547
P08069	P29353
P08069	P03372
P08069	Q99623
P03372	P42336
Q9NQL2	Q8N122
Q9NQL2	Q5VZM2
Q5VZM2	Q9NQL2
P12931	P03372
Q7L523	Q9HB90
Q7L523	Q8N122
P78317	P61956
Q9HB90	Q7L523
P49450	P04908
P49450	P33778
Q13501	Q14145
Q07817	O60260
Q9UBI6	P62879
O60260	Q07817
P20226	Q7Z7C8
Q9H492	Q9H0E2
Q9H0E2	P0CG48
Q13535	Q01831
Q13315	Q01831
P0CG48	Q13501
P0CG48	Q9H0E2
Q9H0E2	Q13501
Q13263	P78317
P78317	Q13263
P78317	P29590
P63165	P78317
Q13158	Q15628
Q96CV9	Q8IYU2
